Token,Weirdness
пъязынский,0
охарактеризовать,0.0
углистый,0
прослой,0
карбонатно-вулканогенно-терригенный,0
толща,0.0
покрывать,0.0
концентрический,0.0
вокруг,0.0
риодацит,0
прижерловый,0
лаво,0
туфобрекчия,0
периферия,0.0
чередование,0.0
мелкообломочный,0
туфовый,0
субвулканический,0
андезидацит,0
интрузивный,0
фаза,0.0
шлир,0
ксенолит,0
слабовыраженный,0.0
порфировидность,0
вариация,0.0
гранодиорит,0
преобладание,0.0
калий,0.0
над,0.0
натрий,0.0
генетический,0.0
компонент,0.0
активный,0.0
подтверждаться,0.0
термальный,0
изменить,0.0
родиться,0.0
гранитогнейс,0
характерный,0.0
минерализация,0.0
встречаться,0.0
висмут,0.0
олово,0.0
рудообразование,0
обнаружение,0.0
появление,0.0
минерал,0.0
извлечение,0.0
ценный,0.0
металл,0.0
предст,0.0
авлять,0.0
прибыльный,0.0
расти,0.0
мировой,0.0
рынок,0.0
стоимость,0.0
капитальный,0.0
шахта,0.0
текущий,0.0
рост,0.0
прибыль,0.0
угроза,0.0
экологический,0.0
сложнения,0
сочетание,0.0
разнообразный,0.0
благоприятный,0.0
протяжение,0.0
десятилетие,0.0
стабильный,0.0
выглядеть,0.0
успешный,0.0
минимизация,0.0
экономика,0.0
горнодобывающий,0
отрасль,0.0
гартман,0.0
осаждение,0.0
карбонат,0.0
вольфрамсодержащий,0
продукция,0.0
рука,0.0
передерина,0
химия,0.0
химический,0.0
век,0.0
научно-практический,0.0
студент,0.0
молодой,0.0
профессор,0.0
кулёва,0
посвятить,0.0
летие,0.0
томский,0.0
политехнический,0.0
май,0.0
томск,0.0
изд-во,0.0
хасан,0.0
обогащение,0.0
пирмат,0
шодий,0
растворимый,0.0
кристаллизация,0.0
шеелит,0
вольфрамит,0
сидоров,0.0
градирня,0
вихрь,0
бенара,0
металлургический,0.0
евгений,0.0
павлович,0.0
заместитель,0.0
директор,0.0
научно-технический,0.0
нпо,0.0
агростройсервис,0.0
рф,0.0
дзержинск,0.0
российский,0.0
водооборотный,0
достижение,0.0
понижение,0.0
утверждаться,0.0
теплообмен,0
выраженный,0.0
прохождение,0.0
испарение,0.0
охлаждать,0.0
реакционный,0.0
распыление,0.0
делаться,0.0
предположение,0.0
предлагаться,0.0
элементарный,0.0
квантовый,0.0
спиральный,0.0
вихревой,0
винтовой,0.0
эскизный,0
приводиться,0.0
доказательство,0.0
приведение,0.0
эскиз,0
потребность,0.0
забираться,0.0
водоём,0.0
около,0.0
затрачиваться,0
свежеть,0.0
забирать,0.0
источник,0.0
обеспечиваться,0.0
оборотный,0.0
водохранилище,0.0
башенный,0
брызгальный,0
бассейн,0.0
водооборот,0
среднее,0.0
недостаточный,0.0
человечество,0.0
планета,0.0
житель,0.0
россия,0.0
терять,0.0
гром,0
дной,0.0
пресный,0.0
удаляться,0.0
летучий,0.0
население,0.0
потребление,0.0
жизнедеятельность,0.0
водопотребление,0
приходить,0.0
понимание,0.0
концепц,0.0
ия,0.0
смочь,0.0
концепция,0.0
огромный,0.0
молекула,0.0
преодолевать,0.0
притяжение,0.0
атмосфера,0.0
превращение,0.0
интенсивность,0.0
обмен,0.0
создание,0.0
род,0.0
ороситель,0
интенсификация,0.0
